logo_id,name,band,station_id,is_image_available
GNCTX0A4N003334,106.9 XFM Rocks,FM,GN38B7X17KZFVZN,1
GN9VDZHCNT0BZEF,90.7 The Music FM,FM,GN3G5TGT5JK6T6M,1
GN9QWQHZMQ5EKPN,AM 760 The Reason,AM,GN4E2KW3P6WST73,1
GN9E4D6X157CB33,WLRH Classical HD 2,FM,GN2R44PYWRJ3KBW,1
GNCGDEA0ZTTWC14,WNRX 99.3,FM,GNDJDPCDZ42A5YF,1
GN0WRHYXME38FF9,89.3 KSBJ,FM,GN0ZX615N2AN6TH,1
GNCKAMJN0WCY00T,89.3 WGSS Calvary Chapel of Hope,FM,GNEA03N92ZGTB4P,1
GNAH47K6RKPT3YA,New Grass Valley,FM,GN8YFS121PDKXH1,1
GN73ADZMX5YYQ3M,No Bull Radio Network,FM,GNF7T0PWFZWBXQ4,1
GNBS18AKRZ237Z0,Power Gospel,AM,GN85WRV24MW9EYF,1
GN9D9SSCGS752NK,Providence Community Radio,FM,GN8MQVCHBMN2NRM,1
GN4PXVWK1AHMK3Y,Radio Free Aztlan KEXU 96.1 FM LP,FM,GNB28HAXSAB517J,1
GNAK8ZNS3WDNGHH,Delta Country 105.7,FM,GNCNYK59Y4DMZJ2,1
GNA5H4E7VV0KMG8,New York Jewish Radio Kol Bramah 107.9,FM,GNAZMH7YX0JCVGW,1
GNDS8044WGVCK1E,Public Radio Remix WFAE HD 3,FM,GNCNVQPW5VWVKYX,1
GN061XAKHFRM8A2,WMHT,FM,GN8HHRWX95R6QAH,1
GNAYNTYA4519PP9,100.7 The Fish,FM,GN0H8QW91HW6XCG,1
GNF9TF3943ZRFFR,101.5  WIPZ UW-P,FM,GNDKWQ07J759WEY,1
GN4X65SSB02HDNN,102.3 KCRX,FM,GNCVRJJNX38E7MC,1
GNEK41X6QVPC2KF,102.3 Newstalk KXYL,AM,GN4NV028CF6GN1S,1
GN89YW6V7NM2JWV,102.7 The Drive,FM,GN2P9RJRB8HN23E,1
GNFHD3DX4NP19EA,102.9 Mundo FM,FM,GN22X8DKJ466MAP,1
GN6CW7WTT4A6X0Y,103.3 The Vibe,FM,GN4D46WGYF7E5J8,1
GNAYAC6YJKKWS4Q,103.3 The Vibe,FM,GN6M1M9R994C9VD,1
GNFY3GJ06BY6CK1,103-3 The Way,AM,GN9DZTCQ63Q2JR9,1
GNFY3GJ06BY6CK1,103-3 The Way,FM,GN9DZTCQ63Q2JR9,1
GNC34ED34AKEMCY,104.7 The Fish,FM,GN2K99ZVXN9PDBJ,1
GN0WCWTSG4FCTB0,104.9 WAXI,FM,GN3VZ9BRM54YXZX,1
GN4GBM396NRRJPM,104 The Hawk,FM,GN7DNHHEQQX625Y,1
GNDE71F298H1BK0,105.5 FM KMGM,FM,GN6TYB4CE3V722P,1
GN07SJC5GAPK48Q,105.5 The River,FM,GNFQ0GCAPCBDKKZ,1
GNBKM1C6Q50VTVR,105.5 The River,FM,GN0M3TBQV4D9SWE,1
GN3F89FR0PRNGC8,105.5 The Roar,AM,GN5PX8P95W3BWYM,1
GN3F89FR0PRNGC8,105.5 The Roar,FM,GN5PX8P95W3BWYM,1
GNB8PSXMH88RFKP,105.7 The Fan,AM,GN3KPW34WPBB3NF,0
GNB8PSXMH88RFKP,105.7 The Fan,FM,GN3KPW34WPBB3NF,0
GN4FB33S3ZFNKD0,1060 KGFX,FM,GN6G5PYSCX19B8V,1
GN4FB33S3ZFNKD0,1060 KGFX,AM,GN6G5PYSCX19B8V,1
GNE1P48Q737Z1HQ,106.3 The River,FM,GN5YGKS5HRZJM3H,1
GN4141CVHB7HD4C,106.3 The Shore,FM,GN5ZBB9465BTEFX,1
GNBXQPWJ539PEHX,106.3 The Trap,FM,GN6QTJ94XA50RV7,1
GNFGAX7ZFHSKZP6,107.1 Kiss FM,FM,GN5M17M6M8NDRPC,1
GN4VC2KXDAA3KA5,1090 The Wave,AM,GN8FVF5HK4G4AYZ,1
GN80R2FJ4ZQQBM4,1180 Newstalk Oldies,FM,GN5Z3QQ4DS315TZ,1
GN80R2FJ4ZQQBM4,1180 Newstalk Oldies,AM,GN5Z3QQ4DS315TZ,1
GN290J8DVE17EMC,1230 KIFW,FM,GNEV6R5356WBRHN,1
GN290J8DVE17EMC,1230 KIFW,AM,GNEV6R5356WBRHN,1
GN2AAKJMKCHBWR1,1300 The Big Talker,AM,GN96GKTA6C386AH,1
GN2AAKJMKCHBWR1,1300 The Big Talker,FM,GN96GKTA6C386AH,1
GNFKMRW4962DTYP,1300 WTLS & 106.5,AM,GN28A1AMB9DCGQ6,1
GNFKMRW4962DTYP,1300 WTLS & 106.5,FM,GN28A1AMB9DCGQ6,1
GNCKEKQHH9J4CH6,1340 WMSA,AM,GN8M9JYGFP7NN2E,1
GNBVGZ537M201VD,1360 AM/98.9 FM WLBK,FM,GNFY1SZF9C8VCDV,1
GNBVGZ537M201VD,1360 AM/98.9 FM WLBK,AM,GNFY1SZF9C8VCDV,1
GN47WFZN1WV7ZNP,KHCB,FM,GN45QYB9FNY3BYQ,1
GN47WFZN1WV7ZNP,KHCB,AM,GN45QYB9FNY3BYQ,1
GN0Z1V2X6BPFE7M,KJBN,AM,GN53KPBK3MH6T3F,1
GN7AK3V5WQH7B3X,1560 WGLB,FM,GN5JMXQDZ65B13E,1
GN7AK3V5WQH7B3X,1560 WGLB,AM,GN5JMXQDZ65B13E,1
GN57QJ4KZ1K732Y,307Country,FM,GNA7HVX3MB10PBE,1
GN5TAXXD7K6PF14,3ABN,FM,GN3VSDJDCZ68NG5,1
GN3NSDNR4FG6BHN,600 KCOL,AM,GNF74S0KPHHMSYM,1
GNB4Y41FH4S4M9N,790 WTNY,AM,GN4J2WTZQZ1NG5R,1
GN3RH2781DPWCV5,820 The Answer,AM,GN1EJ0H9VTZ99V0,1
GN27J7BBK2DFBF1,830 AM KSDP,FM,GN71QTYCAX9SX6P,1
GN27J7BBK2DFBF1,830 AM KSDP,AM,GN71QTYCAX9SX6P,1
GN12H3NC7KS5P2E,Big Hits  WBTC 1540 & 101.9,FM,GNCQ7QV9YP1YXJY,0
GN12H3NC7KS5P2E,Big Hits  WBTC 1540 & 101.9,AM,GNCQ7QV9YP1YXJY,0
GN6MCSB2HAK8CBN,88.5 KRFY FM,FM,GNAXQPGTFWMBS3G,1
GNFZ9YE810H3GC4,887 WPCD FM,FM,GN3574M7KGFWE2Z,1
GN0H3KKEMETJ469,88.9 KXPR - Capital Public Radio,FM,GN2QKD9PK1RACXW,1
GN4W60F5G3W7N1R,88.9 The AlterNation,FM,GNE7CWSC7SGEP8S,1
GN5TWGB0SB4BYF0,89.7 GRACE FM,FM,GN6GCPXDYMXA7Y2,1
GN8W74SZFXXXZ5M,90.3 The Rock,FM,GN3HS7TSE5VS470,1
GNBQYTZPRHQPANT,90.3 WESS,FM,GNBY1V9BM0XR9T4,1
GN5NB0EENV5VWXG,91.1 The One,FM,GNBHCRWRHQFAMXT,1
GN57AEVXRGA9NKF,91.5 FM The Source,FM,GN12MNYD3WZ84WZ,1
